sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
5.5406;11.3113;5.7371;-5.6621;7.9248;-1.144;12.1306;3.4351;6.717;-0.506;0.1102;1.0592;5.0604;32.37;-14.22;-4.48;44.97;-51.75;101.21;0.0;50.803;12.931564;77.68334;;NaN;;20.0;;0 / 0;300008;2018-08-07 23:06:09:969
-2.3244;9.2116;-0.2197;-2.1189;9.5721;0.2351;-0.5118;-0.089;-0.018;-0.3046;-0.0581;0.2166;5.0604;32.71;-16.6;-5.16;2.64;-77.44;83.67;0.0;64.905;12.931564;77.68334;;NaN;;20.0;;0 / 0;300507;2018-08-07 23:06:10:468
1.8056;9.6808;4.0516;-1.0359;9.7386;0.5068;2.45;0.4302;3.6523;-0.7169;0.9145;-4.0818;3.3736;35.11;-25.25;10.09;235.24;-88.18;-17.29;0.0;46.348;12.931564;77.68334;;NaN;;20.0;;0 / 0;301008;2018-08-07 23:06:10:969
-2.9564;8.9362;0.4076;-2.2101;9.5324;0.6468;2.4146;0.9603;0.1156;-0.0266;0.0282;-0.0732;0.0;17.34;-17.24;10.33;302.45;-76.42;73.69;0.0;66.804;12.931564;77.68334;;NaN;;20.0;;0 / 0;301507;2018-08-07 23:06:11:468
-1.4146;2.2828;-5.7862;5.2535;8.2795;0.1418;2.5808;-4.4156;-3.7846;-1.8578;-0.5556;-4.4067;3.3736;1.6;-25.12;2.8;172.41;-55.84;-90.9;0.0;38.988;12.931564;77.68334;;NaN;;20.0;;0 / 0;302008;2018-08-07 23:06:11:969
5.61;-9.0969;1.3126;-3.8255;9.0296;-0.046;-14.8606;-38.1033;-13.1539;-2.2189;2.6029;6.6796;0.0;17.65;-3.14;-12.87;43.11;-63.22;91.54;0.0;47.698;12.931564;77.68334;;NaN;;20.0;;0 / 0;302507;2018-08-07 23:06:12:468
-4.7401;10.7151;1.303;-0.6443;9.6983;1.303;-3.9937;1.3462;-0.1327;-0.5091;0.2327;1.6132;5.0604;17.38;-6.28;-13.94;351.24;-80.86;40.62;0.0;67.192;12.931564;77.68334;;NaN;;20.0;;0 / 0;303008;2018-08-07 23:06:12:969
2.5742;13.2123;3.6661;-4.1852;8.8663;-0.2061;4.9247;5.2721;3.2066;0.0363;4.7494;-1.1555;3.3736;25.97;-3.27;-13.89;30.74;-65.92;88.95;0.0;53.336;12.931564;77.68334;;NaN;;20.0;;0 / 0;303507;2018-08-07 23:06:13:468
-2.5135;9.0871;-1.2755;-2.2409;9.5454;0.1822;-0.5062;-0.0613;-1.2167;-0.3749;0.4159;0.0866;10.1208;29.95;-8.88;-1.11;2.69;-76.7;86.54;0.0;59.138;12.931564;77.68334;;NaN;;20.0;;0 / 0;304008;2018-08-07 23:06:13:969
-1.0363;9.621;2.1506;-2.4395;9.4495;0.9625;1.2485;0.5724;1.4303;-1.8972;3.0642;-0.0455;0.0;9.52;-17.27;33.54;260.94;-75.06;71.49;0.0;45.28;12.931564;77.68334;;NaN;;20.0;;0 / 0;304507;2018-08-07 23:06:14:468
1.2119;9.0991;0.9223;-1.1701;9.6722;1.1178;2.0018;-0.3895;0.0555;0.342;0.107;0.3487;0.0;-17.4;-18.61;23.51;190.18;-79.63;46.08;0.0;38.568;12.931564;77.68334;;NaN;;20.0;;0 / 0;305008;2018-08-07 23:06:14:969
-3.1216;11.3017;1.4371;-0.0607;9.7745;0.7909;-2.4537;1.7904;0.336;-0.115;-0.0634;1.3106;0.0;-23.44;-12.81;20.93;149.44;-85.3;16.13;0.0;38.524;12.931564;77.68334;;NaN;;20.0;;0 / 0;305507;2018-08-07 23:06:15:468
6.2325;13.2482;4.1785;-5.5599;8.0777;-0.0966;12.1238;5.3766;4.4154;-0.1288;2.5198;-1.948;0.0;-14.53;-17.1;15.2;213.66;-60.39;85.99;0.0;50.366;12.931564;77.68334;;NaN;;20.0;;0 / 0;306007;2018-08-07 23:06:15:968
-2.2645;9.2834;-0.1072;-2.5306;9.4686;0.3339;0.2449;0.1013;-0.4271;-0.1448;0.0175;0.1687;0.0;-21.29;-14.42;11.07;198.34;-74.78;82.89;0.0;60.336;12.931564;77.68334;;NaN;;20.0;;0 / 0;306507;2018-08-07 23:06:16:468
-3.6579;9.5947;3.1872;0.0365;9.7778;0.7514;-1.7761;1.0594;2.3085;0.3633;2.1044;-4.0264;0.0;-23.07;-12.18;4.24;42.61;-80.71;-59.59;0.0;50.63;12.931564;77.68334;;NaN;;20.0;;0 / 0;307007;2018-08-07 23:06:16:968
-2.5757;9.1445;-0.7033;-2.6999;9.4277;0.0117;-0.04;-0.0299;-0.6998;-0.0415;0.1241;0.0259;0.0;-10.02;-22.1;-9.97;147.25;-74.0;89.7;0.0;48.876;12.931564;77.68334;;NaN;;20.0;;0 / 0;307507;2018-08-07 23:06:17:468
-9.5956;6.6977;-2.2931;3.14;9.287;0.2506;-14.2794;-1.7309;-1.3356;0.9386;-3.2368;5.9946;0.0;-16.41;-17.56;-15.31;335.79;-78.61;-69.05;0.0;42.478;12.931564;77.68334;;NaN;;20.0;;0 / 0;308007;2018-08-07 23:06:17:968
-43.1622;59.588;-34.8135;-4.2891;8.7828;0.7977;5.6502;-33.3757;38.3404;3.2204;-0.3063;1.7005;0.0;-31.16;-18.12;-5.69;160.59;-62.28;78.52;0.0;53.051;12.931564;77.68334;;NaN;;20.0;;0 / 0;308507;2018-08-07 23:06:18:468
-2.2884;9.9682;1.1163;-1.4716;9.6592;0.8394;-1.2699;0.5786;0.5118;-0.1352;-0.1199;0.8866;3.3736;-35.17;-7.0;2.21;160.22;-79.15;64.82;0.0;53.16;12.931564;77.68334;;NaN;;20.0;;0 / 0;309007;2018-08-07 23:06:18:968
-3.7465;15.1229;-2.9515;-1.674;9.4329;2.0951;-1.6448;5.7528;-4.588;0.9865;-2.1833;-5.1651;0.0;2.59;-6.97;19.25;224.63;-74.13;38.63;0.0;46.098;12.931564;77.68334;;NaN;;20.0;;0 / 0;309507;2018-08-07 23:06:19:468
-3.7776;8.5532;-0.4184;-2.4726;9.4834;-0.3494;-1.6681;-0.5628;0.2637;-0.0085;0.1017;0.1612;0.0;-9.06;19.57;18.44;259.28;-75.32;97.97;0.0;66.274;12.931564;77.68334;;NaN;;20.0;;0 / 0;310007;2018-08-07 23:06:19:968
-4.7976;3.8127;-0.2532;4.4596;8.7336;0.0763;-8.2991;-4.3143;-0.4951;-0.1342;1.3076;0.3785;3.3736;-9.5;18.65;18.19;46.5;-62.52;-90.76;0.0;43.062;12.931564;77.68334;;NaN;;20.0;;0 / 0;310508;2018-08-07 23:06:20:469
2.2773;10.0711;2.481;-0.9334;9.7613;0.1276;4.2352;0.3512;2.6711;-0.1459;-0.2722;0.0983;3.3736;-50.05;-37.52;-0.41;180.41;-83.55;86.94;0.0;54.142;12.931564;77.68334;;NaN;;20.0;;0 / 0;311007;2018-08-07 23:06:20:968
-8.4463;11.4909;5.7179;1.987;9.5956;0.3822;-9.1329;0.6883;6.3999;1.452;0.2988;4.1016;3.3736;-56.52;-23.96;2.06;21.26;-80.55;-72.45;0.0;55.393;12.931564;77.68334;;NaN;;20.0;;0 / 0;311508;2018-08-07 23:06:21:469
-1.2685;7.8828;1.3317;-0.6068;9.7457;0.9076;-0.9242;-1.6865;0.2448;0.359;-1.6272;0.4723;3.3736;-21.96;-48.29;16.44;170.66;-81.22;46.85;0.0;51.506;12.931564;77.68334;;NaN;;20.0;;0 / 0;312007;2018-08-07 23:06:21:968
-0.2366;9.1972;0.7428;-1.1437;9.7189;0.6367;0.6975;-0.3438;0.0226;0.0789;-0.2797;-0.103;3.3736;-19.25;-50.14;19.6;193.82;-82.3;60.56;0.0;37.861;12.931564;77.68334;;NaN;;20.0;;0 / 0;312508;2018-08-07 23:06:22:469
-0.591;8.4861;2.0835;-1.3489;9.4877;2.0817;-0.4656;-0.3142;0.1393;-0.0138;-2.032;0.4478;3.3736;-15.81;-53.81;15.79;178.31;-75.65;42.44;0.0;41.795;12.931564;77.68334;;NaN;;20.0;;0 / 0;313007;2018-08-07 23:06:22:968
-8.6905;6.5468;5.3516;-3.0508;9.1741;1.6427;-2.2113;-1.0871;6.5915;0.6722;-0.1923;0.3253;3.3736;45.45;-38.4;5.43;309.95;-69.54;61.64;0.0;41.205;12.931564;77.68334;;NaN;;20.0;;0 / 0;313508;2018-08-07 23:06:23:469
-2.1735;9.2619;-0.0066;-2.9383;9.3561;-9.0E-4;0.7056;0.1387;0.1187;0.1247;0.0143;-0.07;0.0;44.03;-37.65;12.13;337.55;-72.65;89.06;0.0;49.725;12.931564;77.68334;;NaN;;20.0;;0 / 0;314007;2018-08-07 23:06:23:968
-2.1256;9.2595;0.8457;-2.8707;9.377;0.0252;0.1917;-0.0156;1.3334;0.0778;-0.0048;-0.0135;0.0;45.32;-40.22;12.86;336.81;-72.99;89.52;0.0;38.327;12.931564;77.68334;;NaN;;20.0;;0 / 0;314508;2018-08-07 23:06:24:469
-2.3818;9.961;0.4626;-2.4612;9.4884;0.2878;-0.1145;0.757;0.039;-0.3174;-0.0762;0.2251;3.3736;45.17;-42.43;11.25;336.45;-74.93;85.04;0.0;39.347;12.931564;77.68334;;NaN;;20.0;;0 / 0;315007;2018-08-07 23:06:24:968
-2.0203;8.4407;0.7356;0.4143;9.6168;1.875;-2.4976;-0.9558;-1.0758;-0.3483;-0.3287;-2.4679;3.3736;36.19;-49.78;-4.73;241.57;-78.5;-22.65;0.0;46.925;12.931564;77.68334;;NaN;;20.0;;0 / 0;315508;2018-08-07 23:06:25:469
-2.1041;8.9482;1.631;-4.5692;8.6424;0.7753;2.278;0.3326;0.6232;0.2855;-0.5215;0.4733;3.3736;40.81;18.08;2.16;349.07;-61.01;80.91;0.0;41.629;12.931564;77.68334;;NaN;;20.0;;0 / 0;316007;2018-08-07 23:06:25:968
-2.6787;9.1398;0.7883;-2.9035;9.3659;-0.1419;0.0746;-0.0035;0.8701;0.1172;-0.1071;0.1282;3.3736;43.02;10.42;2.29;0.03;-72.66;92.69;0.0;45.658;12.931564;77.68334;;NaN;;20.0;;0 / 0;316507;2018-08-07 23:06:26:468
-2.7002;9.0871;-0.1096;-2.622;9.4482;-0.1632;-0.1976;-0.1093;-0.0028;-0.1523;0.025;0.1388;6.7472;42.35;8.71;0.4;2.73;-74.27;94.08;0.0;34.785;12.931564;77.68334;;NaN;;20.0;;0 / 0;317007;2018-08-07 23:06:26:968
-2.9756;11.2993;1.212;0.4989;9.785;0.4197;-3.0168;1.4224;0.2587;0.1588;-0.1987;1.692;13.4944;38.85;-2.56;1.9;235.99;-86.98;-30.92;0.0;36.816;12.931564;77.68334;;NaN;;20.0;;0 / 0;317507;2018-08-07 23:06:27:468
0.4793;10.7678;0.6183;-4.5266;8.6859;0.485;5.1048;2.2524;0.1216;0.4954;0.5598;-1.1778;11.8076;6.51;15.14;-0.93;349.89;-65.08;80.57;0.0;45.813;12.931564;77.68334;;NaN;;20.0;;0 / 0;318007;2018-08-07 23:06:27:968
-3.3634;8.8836;-0.8374;-3.0093;9.333;-0.0983;0.0673;-0.1147;-0.9228;0.1609;-0.0336;0.0312;0.0;2.47;10.61;-4.57;43.59;-71.94;90.49;0.0;50.871;12.931564;77.68334;;NaN;;20.0;;0 / 0;318507;2018-08-07 23:06:28:468
-2.7553;9.0129;-0.1646;-2.4845;9.4857;0.1421;-0.4584;-0.2393;-0.3454;-0.2524;-0.0379;0.2336;3.3736;1.12;9.89;-5.45;40.26;-75.02;88.11;0.0;35.898;12.931564;77.68334;;NaN;;20.0;;0 / 0;319007;2018-08-07 23:06:28:968
-4.2421;4.8613;-2.4607;2.4742;9.4378;0.9885;-7.1583;-4.3651;-2.9776;-0.2971;-0.3479;-0.7475;21.9283;3.91;-0.53;-12.08;270.04;-73.51;-68.64;0.0;37.966;12.931564;77.68334;;NaN;;20.0;;0 / 0;319507;2018-08-07 23:06:29:468
0.8863;9.3768;1.5089;-4.499;8.6953;0.5668;5.5699;0.9967;0.8847;-0.0521;-0.4693;0.6597;0.0;30.86;-26.64;-14.99;33.79;-62.46;82.82;0.0;36.538;12.931564;77.68334;;NaN;;20.0;;0 / 0;320007;2018-08-07 23:06:29:968
-2.2669;9.2164;-0.6052;-2.4448;9.494;0.2409;0.0923;-0.0137;-0.6773;0.0853;0.1166;0.011;0.0;28.87;-33.3;-15.51;31.05;-75.47;83.88;0.0;54.19;12.931564;77.68334;;NaN;;20.0;;0 / 0;320507;2018-08-07 23:06:30:468
7.2955;10.5356;-2.4176;2.228;9.4543;1.3498;0.6093;-0.3346;-2.157;0.1897;1.0775;3.3836;3.3736;22.83;-35.61;-10.3;221.02;-74.6;-58.79;0.0;39.927;12.931564;77.68334;;NaN;;20.0;;0 / 0;321007;2018-08-07 23:06:30:968
-0.7873;9.6713;1.9016;-4.6726;8.5699;0.9455;3.8215;1.3484;0.9615;-0.7861;0.8612;-0.2479;0.0;38.64;-8.44;12.99;320.25;-61.3;79.05;0.0;47.591;12.931564;77.68334;;NaN;;20.0;;0 / 0;321507;2018-08-07 23:06:31:468
-2.4153;9.1469;-0.179;-2.4341;9.4929;0.36;-0.0488;0.0111;-0.4586;0.1087;0.189;-0.0029;0.0;30.42;-17.24;17.37;316.12;-75.47;81.59;0.0;57.442;12.931564;77.68334;;NaN;;20.0;;0 / 0;322007;2018-08-07 23:06:31:968
-3.0977;11.8117;4.765;0.033;9.7884;0.5967;-3.4367;2.0543;4.5162;0.4443;0.2988;2.6134;0.0;21.74;-26.22;16.76;251.86;-85.95;25.95;0.0;38.708;12.931564;77.68334;;NaN;;20.0;;0 / 0;322507;2018-08-07 23:06:32:468
3.3882;13.5714;2.05;-5.1388;8.3178;0.7601;8.2139;5.4863;1.254;0.3516;1.5121;-1.3195;0.0;21.6;-5.27;1.79;341.53;-58.01;81.59;0.0;49.098;12.931564;77.68334;;NaN;;20.0;;0 / 0;323008;2018-08-07 23:06:32:969
-1.9604;9.384;0.0101;-2.3044;9.5282;0.2725;0.0015;0.0471;-0.4582;-0.2865;-0.138;0.2656;5.0604;23.96;-11.24;-1.96;358.94;-76.08;84.3;0.0;60.484;12.931564;77.68334;;NaN;;20.0;;0 / 0;323507;2018-08-07 23:06:33:468
3.2589;6.0608;-4.6681;4.0126;8.9436;0.285;-4.4796;-3.3329;-4.1359;-1.2538;-0.1678;-0.5259;10.1208;11.02;-17.24;-10.95;215.84;-65.78;-85.94;0.0;40.948;12.931564;77.68334;;NaN;;20.0;;0 / 0;324008;2018-08-07 23:06:33:969
-16.0479;6.0488;5.0499;-3.5489;9.1137;-0.718;-12.4253;8.0518;8.5372;-1.5275;0.7632;2.9192;0.0;23.56;-9.15;-17.91;63.82;-68.24;107.13;0.0;49.338;12.931564;77.68334;;NaN;;20.0;;0 / 0;324507;2018-08-07 23:06:34:468
-2.6236;9.4462;-0.5573;-2.0156;9.597;0.0752;-0.6562;0.0897;-0.5038;-0.8127;-0.1188;0.697;0.0;20.31;-11.66;-19.01;49.44;-77.56;91.1;0.0;56.955;12.931564;77.68334;;NaN;;20.0;;0 / 0;325008;2018-08-07 23:06:34:969
-1.4529;12.4462;1.9997;-2.934;9.3549;0.2173;1.3808;3.1706;1.8207;0.1321;2.4815;-2.5861;10.1208;36.53;-7.51;-3.59;359.99;-74.81;82.08;0.0;47.638;12.931564;77.68334;;NaN;;20.0;;0 / 0;325507;2018-08-07 23:06:35:468
-2.4776;9.1757;0.2496;-2.5731;9.4611;0.1952;-0.0114;-0.0547;-0.0466;-0.0596;0.2679;0.0312;3.3736;40.87;-7.27;15.95;332.34;-74.72;85.62;0.0;53.582;12.931564;77.68334;;NaN;;20.0;;0 / 0;326008;2018-08-07 23:06:35:969
-4.4384;8.9602;1.7555;-1.5751;9.5239;1.7276;-2.8312;-0.1882;-0.1968;-1.143;5.999;1.1839;3.3736;29.78;-13.33;30.9;270.9;-76.23;45.78;0.0;44.872;12.931564;77.68334;;NaN;;20.0;;0 / 0;326507;2018-08-07 23:06:36:468
-2.8319;8.6825;0.398;-2.5757;9.3437;1.494;-0.2035;-0.4499;-1.0974;-0.7233;1.723;-0.381;0.0;-15.86;-20.77;39.18;213.67;-72.9;59.51;0.0;43.387;12.931564;77.68334;;NaN;;20.0;;0 / 0;327008;2018-08-07 23:06:36:969
-1.0842;9.6378;0.6302;-2.9062;9.346;0.6141;2.472;0.823;0.7085;0.2131;-0.1423;-0.0029;0.0;-29.92;-23.08;30.82;208.75;-71.92;77.89;0.0;60.559;12.931564;77.68334;;NaN;;20.0;;0 / 0;327507;2018-08-07 23:06:37:468
-2.729;9.6306;0.2567;-2.6759;9.4339;0.1124;-0.2134;0.4342;0.1323;-0.3046;0.0815;0.4318;0.0;-33.39;-20.72;28.77;215.54;-74.15;87.59;0.0;36.095;12.931564;77.68334;;NaN;;20.0;;0 / 0;328008;2018-08-07 23:06:37:969
0.271;7.981;3.3572;0.6039;9.7361;1.0071;-1.3844;-1.653;2.4531;-0.5262;1.854;-3.2775;0.0;-32.41;-14.39;20.54;62.52;-79.56;-63.63;0.0;46.743;12.931564;77.68334;;NaN;;20.0;;0 / 0;328507;2018-08-07 23:06:38:468
-4.4145;14.7087;3.1657;0.5144;9.5093;2.3407;-5.6231;5.7017;1.017;-0.083;0.2455;0.9644;0.0;-28.39;-17.01;13.89;110.89;-75.85;-12.4;0.0;55.62;12.931564;77.68334;;NaN;;20.0;;0 / 0;329008;2018-08-07 23:06:38:969
-0.0642;12.9202;17.8948;-0.6846;9.7817;0.1397;0.2422;3.301;17.6889;1.2869;-0.1966;-6.0674;0.0;-24.12;-14.54;-2.52;9.48;-83.47;-74.72;0.0;49.962;12.931564;77.68334;;NaN;;20.0;;0 / 0;329507;2018-08-07 23:06:39:468
-11.4319;12.0535;1.5329;-1.0702;9.509;2.1456;-13.476;3.8533;-1.3594;0.4251;-1.2469;-0.2255;0.0;-20.16;-15.3;7.3;141.24;-75.85;26.51;0.0;55.452;12.931564;77.68334;;NaN;;20.0;;0 / 0;330007;2018-08-07 23:06:39:968
-12.6051;14.7326;6.1369;2.49;9.2426;2.1317;-13.6888;6.3909;5.2918;0.211;0.9496;3.2238;0.0;-25.03;-10.15;9.65;77.54;-73.58;-41.72;0.0;39.19;12.931564;77.68334;;NaN;;20.0;;0 / 0;330507;2018-08-07 23:06:40:468
9.6778;8.874;3.441;-5.8563;7.8656;0.0846;20.0072;-0.3137;-2.7967;-0.7211;-0.3148;0.2794;0.0;-1.6;-25.26;-16.54;133.82;-53.33;89.17;0.0;48.914;12.931564;77.68334;;NaN;;20.0;;0 / 0;331007;2018-08-07 23:06:40:968
-2.1639;10.1788;1.8226;-1.7605;9.5967;0.9867;-0.6921;0.4468;0.7332;-0.0862;0.0197;0.5916;0.0;-13.8;-23.06;-18.23;109.22;-77.49;63.22;0.0;64.491;12.931564;77.68334;;NaN;;20.0;;0 / 0;331507;2018-08-07 23:06:41:468
-2.7649;12.1732;4.6597;0.299;9.5517;2.2012;-3.1383;2.7577;2.3223;-0.5997;0.2913;1.1125;0.0;-19.8;-16.67;-24.79;35.7;-76.91;-7.74;0.0;39.19;12.931564;77.68334;;NaN;;20.0;;0 / 0;332007;2018-08-07 23:06:41:968
1.4944;13.4445;9.9748;-1.3723;9.653;1.0521;2.5274;3.8666;8.6963;3.6241;-0.1849;-1.7744;3.3736;-24.32;-2.12;-23.41;65.45;-77.29;23.52;0.0;57.561;12.931564;77.68334;;NaN;;20.0;;0 / 0;332507;2018-08-07 23:06:42:468
-2.9923;10.9617;0.4722;-0.9747;9.7552;0.2394;-2.0934;1.291;0.2758;-0.0085;-0.4714;-0.218;0.0;-31.14;-4.39;1.64;169.97;-84.13;76.2;0.0;51.091;12.931564;77.68334;;NaN;;20.0;;0 / 0;333007;2018-08-07 23:06:42:968
-2.4919;8.6633;3.2208;-0.6865;9.7597;0.6691;-0.6785;-1.1415;2.1768;0.0427;-0.6589;0.9335;0.0;-29.55;-2.82;11.45;164.36;-84.36;50.05;0.0;37.856;12.931564;77.68334;;NaN;;20.0;;0 / 0;333507;2018-08-07 23:06:43:468
-1.563;9.2619;3.125;-1.5763;9.5882;1.3239;0.091;-0.0323;0.6069;0.3196;0.0548;-0.022;0.0;-18.57;-9.14;20.63;186.65;-77.74;49.09;0.0;54.193;12.931564;77.68334;;NaN;;20.0;;0 / 0;334007;2018-08-07 23:06:43:968
-2.1161;9.123;0.1299;-1.9711;9.5951;0.4675;-0.2197;-0.2826;-0.3381;-0.327;-0.0677;0.2198;0.0;-19.34;-8.3;22.55;216.09;-77.86;79.19;0.0;39.65;12.931564;77.68334;;NaN;;20.0;;0 / 0;334507;2018-08-07 23:06:44:468
-1.9844;8.285;2.4714;0.6518;9.6901;1.359;-2.5385;-1.4476;0.7955;0.1183;0.0303;-2.6522;3.3736;-4.79;-16.37;13.67;130.93;-79.89;-37.26;0.0;45.624;12.931564;77.68334;;NaN;;20.0;;0 / 0;335007;2018-08-07 23:06:44:968
0.2039;10.0855;2.7323;-2.0682;9.5844;0.1787;1.218;0.3942;2.897;-0.1789;-0.3265;0.3892;0.0;-5.35;10.09;16.74;259.4;-76.02;88.14;0.0;46.198;12.931564;77.68334;;NaN;;20.0;;0 / 0;335507;2018-08-07 23:06:45:468
-6.2532;12.743;2.3636;-0.8097;9.6846;1.3131;-5.3098;3.1147;1.3966;-0.3217;0.1102;1.3372;3.3736;-3.71;9.85;17.22;206.89;-80.68;37.41;0.0;42.457;12.931564;77.68334;;NaN;;20.0;;0 / 0;336007;2018-08-07 23:06:45:968
1.4609;15.4748;5.0787;-4.8269;8.5259;0.4254;3.9714;8.0699;5.4468;0.1577;2.9747;-3.1187;3.3736;-37.71;-13.2;-2.93;164.31;-66.44;76.07;0.0;48.751;12.931564;77.68334;;NaN;;20.0;;0 / 0;336507;2018-08-07 23:06:46:468
-2.0011;10.0591;1.8728;-0.9827;9.7408;0.5672;-1.102;0.2321;1.1704;0.113;-0.1146;0.5788;0.0;-47.22;-32.68;13.62;168.72;-82.96;61.29;0.0;65.449;12.931564;77.68334;;NaN;;20.0;;0 / 0;337007;2018-08-07 23:06:46:968
0.7474;9.3528;1.8513;1.5791;9.6737;0.3103;-1.6436;-0.2089;1.7117;1.338;4.6195;2.6816;3.3736;-54.12;-21.66;9.95;47.42;-83.93;-57.56;0.0;47.411;12.931564;77.68334;;NaN;;20.0;;0 / 0;337508;2018-08-07 23:06:47:469
-13.9961;23.1482;11.6986;3.0075;9.0062;2.4523;-17.9832;12.9981;6.3505;0.4251;4.5385;-9.9993;5.0604;-53.24;-25.35;6.84;49.72;-58.91;-63.79;0.0;52.458;12.931564;77.68334;;NaN;;20.0;;0 / 0;338007;2018-08-07 23:06:47:968
-5.1902;8.0121;0.7859;-4.7122;8.5983;0.1876;-0.7839;-0.1386;0.7487;0.0043;0.0676;0.7056;3.3736;3.12;-60.83;9.0;200.07;-60.11;87.63;0.0;39.603;12.931564;77.68334;;NaN;;20.0;;0 / 0;338508;2018-08-07 23:06:48:469
-1.5199;8.2611;-0.5429;-3.0578;9.3114;0.3444;1.202;-0.6703;-0.7576;-0.1661;0.3669;0.387;0.0;-8.43;-61.38;1.95;182.32;-71.71;83.57;0.0;38.308;12.931564;77.68334;;NaN;;20.0;;0 / 0;339007;2018-08-07 23:06:48:968
-1.3236;9.5109;-0.586;-1.9671;9.6041;0.2509;-0.4252;-0.1278;-1.0623;0.129;0.0527;0.1484;0.0;-12.34;-64.55;-7.45;156.73;-78.25;80.51;0.0;62.996;12.931564;77.68334;;NaN;;20.0;;0 / 0;339508;2018-08-07 23:06:49:469
-2.3746;9.1996;-0.1718;-2.2746;9.522;-0.5728;-0.1842;0.1746;0.663;-0.0809;0.1315;0.1239;3.3736;-9.52;-64.52;-5.2;174.74;-76.16;104.13;0.0;37.532;12.931564;77.68334;;NaN;;20.0;;0 / 0;340007;2018-08-07 23:06:49:968
4.1927;7.9115;4.2;1.2117;9.6815;0.9855;2.7714;-1.4386;3.2411;0.4762;3.5478;-1.9597;3.3736;-23.15;-44.62;-23.59;341.47;-79.19;-62.29;0.0;44.129;12.931564;77.68334;;NaN;;20.0;;0 / 0;340508;2018-08-07 23:06:50:469
1.1951;11.261;0.3046;-1.2778;9.6043;1.5149;5.4907;2.4724;-1.86;-0.0596;0.3797;0.8089;3.3736;24.17;-36.97;-14.43;332.83;-78.34;40.15;0.0;41.244;12.931564;77.68334;;NaN;;20.0;;0 / 0;341007;2018-08-07 23:06:50:968
-6.2437;17.2346;6.8935;0.8204;9.752;0.6294;-7.2351;7.9162;6.52;0.3228;0.1379;0.6555;13.4944;17.89;-41.8;-10.55;236.79;-84.07;-54.22;5.0;40.48;12.931564;77.68334;;NaN;;20.0;;0 / 0;341508;2018-08-07 23:06:51:469
-11.7408;26.5576;5.9238;0.0734;9.5294;2.3141;-11.1516;16.3935;3.6262;2.3905;3.8674;-8.7061;5.0604;25.83;-46.45;-9.99;236.89;-72.07;-29.32;0.0;62.708;12.931564;77.68334;;NaN;;20.0;;0 / 0;342007;2018-08-07 23:06:51:968
2.5574;10.7534;-1.3498;-1.7877;9.5479;-1.3462;3.6714;1.7441;-0.1057;0.7148;-1.8019;3.162;0.0;28.15;20.21;-11.34;34.61;-71.17;112.24;0.0;52.333;12.931564;77.68334;;NaN;;20.0;;0 / 0;342508;2018-08-07 23:06:52:469
-0.4664;8.4383;-0.8829;-0.264;9.7364;1.1418;0.0124;-0.3907;-1.5391;-0.6199;-0.3692;-0.0614;16.868;30.65;25.18;-22.76;321.85;-83.58;12.88;0.0;67.021;12.931564;77.68334;;NaN;;20.0;;0 / 0;343007;2018-08-07 23:06:52:968
-3.136;14.2969;7.595;-2.871;9.2634;1.4553;-0.4008;5.3442;6.0991;0.1247;1.8359;-4.2043;20.2415;0.92;24.09;-19.5;12.39;-79.15;31.57;0.0;45.625;12.931564;77.68334;;NaN;;20.0;;0 / 0;343507;2018-08-07 23:06:53:468
-3.9285;8.5891;-1.6514;-2.5788;9.4615;0.0258;-1.106;-0.4373;-1.7784;0.1119;0.0889;-0.1541;0.0;2.23;-0.03;-19.83;83.16;-74.96;88.63;0.0;55.036;12.931564;77.68334;;NaN;;20.0;;0 / 0;344007;2018-08-07 23:06:53:968
-5.8534;12.4342;5.4881;0.6879;9.6755;1.4427;-6.8679;3.0851;4.6602;0.1673;-0.498;3.4337;11.8076;1.15;-3.27;-20.01;0.86;-81.48;3.86;0.0;39.356;12.931564;77.68334;;NaN;;20.0;;0 / 0;344507;2018-08-07 23:06:54:468
6.2636;11.9505;3.7954;-4.7135;8.5996;-0.0103;10.5402;3.7855;3.9417;-0.1107;2.7457;-0.2777;3.3736;36.16;-5.18;10.58;336.56;-61.3;87.65;0.0;40.733;12.931564;77.68334;;NaN;;20.0;;0 / 0;345007;2018-08-07 23:06:54:968
