sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.0459;2.7041;11.8998;-1.088;2.2696;9.4782;-0.0346;0.3143;2.5437;-0.8607;1.1957;-7.0E-4;6.7472;9.69;-32.82;16.74;198.37;-13.38;6.55;5.0;35.373;12.931564;77.68334;;NaN;;20.0;;0 / 0;431507;2018-08-07 23:08:21:468
-3.8471;1.8207;8.579;-5.4212;1.4554;8.0413;1.5543;0.3953;0.5873;-0.0351;0.9305;-0.0902;5.0604;-1.68;-28.71;3.62;178.17;-8.63;33.13;5.0;32.855;12.931564;77.68334;;NaN;;20.0;;0 / 0;432007;2018-08-07 23:08:21:968
-4.867;0.3674;6.7379;-6.7722;1.0178;7.0194;1.8667;-0.6526;-0.2574;0.0768;-0.4544;0.4435;3.3736;7.56;-27.32;3.07;196.41;-5.66;44.41;5.0;47.564;12.931564;77.68334;;NaN;;20.0;;0 / 0;432507;2018-08-07 23:08:22:468
-8.4487;-0.3533;11.3946;-6.2123;-0.6263;7.5621;-2.2632;0.3381;4.1321;-1.0034;-0.2605;1.0049;3.3736;12.97;-27.35;-5.47;192.94;3.44;39.65;5.0;53.724;12.931564;77.68334;;NaN;;20.0;;0 / 0;433008;2018-08-07 23:08:22:969
-8.0752;-0.9326;4.9374;-7.5181;0.9518;6.2243;-0.6133;-1.8009;-1.432;-0.9928;0.2594;1.3255;3.3736;2.97;-31.8;-17.49;159.91;-5.57;50.38;5.0;41.48;12.931564;77.68334;;NaN;;20.0;;0 / 0;433507;2018-08-07 23:08:23:468
-6.1311;-0.6837;7.2095;-7.4856;1.6757;6.1097;1.2501;-2.3897;1.199;-1.1579;-0.0038;1.9114;3.3736;-8.77;-13.66;-28.23;116.02;-8.77;51.16;5.0;39.77;12.931564;77.68334;;NaN;;20.0;;0 / 0;434008;2018-08-07 23:08:23:969
-6.0521;1.7321;11.1528;-6.5928;0.6667;7.2291;0.424;1.0226;4.2484;-0.7328;-0.2392;0.4147;5.0604;-15.72;3.07;-25.17;83.01;-3.9;42.36;5.0;43.055;12.931564;77.68334;;NaN;;20.0;;0 / 0;434507;2018-08-07 23:08:24:468
-5.4153;1.2389;7.7913;-5.9999;1.1825;7.6664;0.5041;-0.0049;0.2005;-0.1693;0.3126;0.4914;10.1208;-13.69;11.65;-20.13;61.8;-6.63;37.72;5.0;37.802;12.931564;77.68334;;NaN;;20.0;;0 / 0;435008;2018-08-07 23:08:24:969
-6.3514;0.8486;6.0794;-6.9944;0.9543;6.8072;0.5161;-0.1334;-0.6886;-0.2439;-0.3692;0.6725;28.6755;-9.76;19.81;-15.85;42.26;-5.58;45.78;5.0;33.489;12.931564;77.68334;;NaN;;20.0;;0 / 0;435507;2018-08-07 23:08:25:468
-6.6794;0.5685;5.8352;-7.1267;1.1729;6.6336;0.3102;-0.5746;-0.5488;-0.4356;0.3819;0.3103;33.7359;-13.54;20.79;-16.64;46.23;-7.18;46.3;5.0;34.057;12.931564;77.68334;;NaN;;20.0;;0 / 0;436008;2018-08-07 23:08:25:969
-6.9284;1.1024;9.4409;-7.2846;1.2596;6.4435;0.4381;-0.0316;3.257;0.4411;0.2327;-0.6356;42.1699;-11.46;20.98;-17.65;44.28;-7.38;48.51;5.0;36.045;12.931564;77.68334;;NaN;;20.0;;0 / 0;436507;2018-08-07 23:08:26:468
-4.9364;1.1431;5.5862;-6.1909;1.9214;7.3588;1.0545;-0.7394;-1.6984;0.9098;-0.2775;-1.1331;32.0491;-18.65;10.93;-24.68;66.42;-11.33;40.14;5.0;55.551;12.931564;77.68334;;NaN;;20.0;;0 / 0;437008;2018-08-07 23:08:26:969
-2.6212;1.1311;7.8176;-5.5972;2.1056;7.7723;3.0187;-0.9821;0.1793;0.8118;-0.1007;-0.5163;21.9283;-24.58;2.46;-22.83;85.21;-12.4;35.76;5.0;44.668;12.931564;77.68334;;NaN;;20.0;;0 / 0;437507;2018-08-07 23:08:27:468
-6.1216;1.0809;5.0523;-5.4845;2.0037;7.8788;-0.7774;-0.9007;-2.5815;-0.2865;-0.1103;0.4541;16.868;-22.65;-2.84;-24.05;92.49;-11.69;34.83;5.0;47.134;12.931564;77.68334;;NaN;;20.0;;0 / 0;438008;2018-08-07 23:08:27:969
-4.7066;2.2253;11.1623;-4.9309;2.1626;8.1963;0.1028;0.1215;3.2456;-0.1214;0.0261;-0.8593;32.0491;-24.64;1.96;-26.3;83.41;-12.74;31.03;5.0;51.078;12.931564;77.68334;;NaN;;20.0;;0 / 0;438507;2018-08-07 23:08:28:468
-4.029;2.5892;8.2821;-5.4463;2.0172;7.9018;1.301;0.6258;0.5462;0.081;-0.0698;-0.0348;38.7963;-22.34;-1.51;-32.45;87.41;-11.68;34.81;5.0;46.14;12.931564;77.68334;;NaN;;20.0;;0 / 0;439008;2018-08-07 23:08:28:969
-2.286;0.5398;6.8216;-5.5203;2.8904;7.5725;3.1475;-2.3416;-0.7585;0.6744;-0.3638;-0.3288;52.2906;-21.85;-10.83;-35.01;98.87;-17.14;36.09;5.0;45.389;12.931564;77.68334;;NaN;;20.0;;0 / 0;439507;2018-08-07 23:08:29:468
-6.2724;0.9731;8.3803;-4.8949;1.6588;8.3342;-1.5498;-0.7865;0.2525;0.8267;-0.2988;-1.5741;13.4944;-9.68;-37.29;-21.14;147.65;-9.93;30.33;5.0;33.877;12.931564;77.68334;;NaN;;20.0;;0 / 0;440007;2018-08-07 23:08:29:968
-5.2166;2.3378;7.9326;-4.8399;2.1165;8.2623;-0.4758;0.2607;-0.123;0.1172;-0.1423;-0.5057;11.8076;5.18;-39.66;-4.03;183.47;-12.6;30.38;5.0;32.891;12.931564;77.68334;;NaN;;20.0;;0 / 0;440507;2018-08-07 23:08:30:468
-5.0753;1.4544;8.8639;-5.2209;2.5457;7.9014;-0.0355;-0.9295;1.4612;0.1961;0.0271;-0.1989;11.8076;3.76;-38.77;-0.11;184.32;-15.02;33.47;5.0;41.229;12.931564;77.68334;;NaN;;20.0;;0 / 0;441007;2018-08-07 23:08:30:968
-6.2317;3.0465;6.8336;-5.8887;2.6103;7.3946;-0.4035;0.5189;-0.3379;0.0384;-0.3969;-0.1733;11.8076;9.82;-36.53;5.7;198.16;-15.49;38.79;5.0;53.927;12.931564;77.68334;;NaN;;20.0;;0 / 0;441507;2018-08-07 23:08:31:468
-3.7513;1.3873;8.6125;-5.4044;2.466;7.8026;1.5863;-1.051;0.951;0.1503;0.0676;-0.1062;11.8076;11.79;-31.28;7.17;204.96;-14.36;34.84;5.0;48.548;12.931564;77.68334;;NaN;;20.0;;0 / 0;442007;2018-08-07 23:08:31:968
-7.2803;1.7919;9.0052;-6.1915;1.8366;7.3799;-1.1786;-0.0125;1.6095;-0.4964;0.1645;0.1921;10.1208;10.25;-30.4;7.98;203.54;-11.03;39.92;5.0;51.24;12.931564;77.68334;;NaN;;20.0;;0 / 0;442507;2018-08-07 23:08:32:468
-5.3793;1.847;8.1983;-5.9052;2.2824;7.4893;0.4285;-0.3671;0.768;0.293;-0.2861;-0.576;10.1208;11.12;-26.64;12.08;213.96;-13.66;38.53;5.0;55.363;12.931564;77.68334;;NaN;;20.0;;0 / 0;443007;2018-08-07 23:08:32:968
-5.0609;0.3219;6.4865;-5.256;2.0311;8.0261;0.0806;-1.6767;-1.4952;0.9641;0.3669;-1.1192;11.8076;22.03;-13.84;14.97;242.49;-11.82;32.62;5.0;46.796;12.931564;77.68334;;NaN;;20.0;;0 / 0;443507;2018-08-07 23:08:33:468
-4.843;0.8726;12.7688;-3.3957;1.1292;9.1304;-1.7876;-0.2765;3.9537;-1.0407;-0.5758;2.378;10.1208;22.54;-17.68;9.19;237.78;-7.37;22.51;5.0;49.474;12.931564;77.68334;;NaN;;20.0;;0 / 0;444007;2018-08-07 23:08:33:968
-3.2749;1.0186;10.9899;-2.6031;1.2726;9.3688;-0.5424;-0.1199;1.5646;-0.376;0.1187;0.6597;6.7472;5.13;-30.9;10.9;193.65;-7.62;15.5;5.0;50.085;12.931564;77.68334;;NaN;;20.0;;0 / 0;444508;2018-08-07 23:08:34:469
-6.3442;-0.8441;9.5965;-4.2449;0.0069;8.8403;-2.2399;-0.8425;1.0278;-0.7733;-0.4267;0.8632;5.0604;-4.8;-26.57;-4.65;166.91;-0.67;26.19;5.0;43.221;12.931564;77.68334;;NaN;;20.0;;0 / 0;445007;2018-08-07 23:08:34:968
-4.6252;-2.1321;8.5646;-3.6089;0.133;9.1175;-1.0868;-2.3035;-0.4024;-0.8117;-0.0474;1.8954;5.0604;-17.23;-17.83;-15.51;129.5;-0.78;21.59;5.0;37.495;12.931564;77.68334;;NaN;;20.0;;0 / 0;445508;2018-08-07 23:08:35:469
-2.0227;-0.1402;8.7993;-4.9377;1.2659;8.3778;2.6431;-1.3012;0.5622;0.032;0.2412;1.284;6.7472;-25.87;0.99;-17.73;92.81;-6.41;30.18;5.0;31.913;12.931564;77.68334;;NaN;;20.0;;0 / 0;446007;2018-08-07 23:08:35:968
-3.701;2.0697;9.0076;-4.91;0.6986;8.4601;1.3107;1.5531;0.7814;-0.3323;-0.2264;0.0195;13.4944;-24.23;8.14;-17.18;74.42;-4.09;30.13;5.0;47.383;12.931564;77.68334;;NaN;;20.0;;0 / 0;446508;2018-08-07 23:08:36:469
-5.8079;0.3626;5.6413;-5.5315;0.9618;8.0403;-0.3892;-0.6047;-2.345;0.26;0.0175;0.3774;16.868;-24.1;1.82;-20.4;85.81;-4.97;33.75;5.0;57.04;12.931564;77.68334;;NaN;;20.0;;0 / 0;447007;2018-08-07 23:08:36:968
-4.9508;1.5477;8.0977;-4.8855;1.6518;8.3411;-0.119;-0.0358;-0.5329;-0.1363;-0.204;-0.283;13.4944;-26.96;1.98;-19.69;85.58;-9.7;30.36;5.0;48.664;12.931564;77.68334;;NaN;;20.0;;0 / 0;447508;2018-08-07 23:08:37:469
-4.6204;2.199;8.6796;-5.1692;1.1182;8.2583;0.4964;1.1791;0.6496;-0.2023;-0.464;0.0706;16.868;-25.48;0.15;-21.99;90.71;-6.78;32.79;5.0;50.583;12.931564;77.68334;;NaN;;20.0;;0 / 0;448007;2018-08-07 23:08:37:968
-4.0482;1.2341;10.2741;-4.3353;1.7164;8.6273;0.2251;-0.4867;1.6587;-0.2439;-0.8304;0.8994;20.2415;-27.2;1.81;-22.5;84.51;-9.94;27.67;5.0;53.519;12.931564;77.68334;;NaN;;20.0;;0 / 0;448508;2018-08-07 23:08:38:469
-3.4544;2.8526;11.5646;-3.8556;2.1193;8.7643;0.3601;0.6081;1.9458;0.1545;0.3616;-0.5419;21.9283;-29.37;-1.23;-24.09;86.8;-12.82;23.32;5.0;48.861;12.931564;77.68334;;NaN;;20.0;;0 / 0;449007;2018-08-07 23:08:38:968
-3.4616;2.345;8.4497;-4.3906;1.8788;8.5652;0.8261;0.5004;0.0958;-0.132;0.0484;-0.2915;33.7359;-25.96;-2.56;-30.01;90.07;-11.23;27.08;5.0;33.995;12.931564;77.68334;;NaN;;20.0;;0 / 0;449508;2018-08-07 23:08:39:469
-4.3714;0.535;6.9246;-4.4537;2.3955;8.4022;0.0285;-1.8563;-1.3399;0.5732;-0.1103;-0.3587;38.7963;-27.16;-12.89;-32.24;101.39;-13.34;27.74;5.0;36.517;12.931564;77.68334;;NaN;;20.0;;0 / 0;450008;2018-08-07 23:08:39:969
-6.4137;0.4273;5.3588;-5.0793;1.8398;8.1845;-1.3894;-1.4931;-2.4047;0.6967;0.629;-2.0194;16.868;-13.25;-36.37;-27.67;141.36;-11.24;30.85;5.0;44.128;12.931564;77.68334;;NaN;;20.0;;0 / 0;450507;2018-08-07 23:08:40:468
-2.3291;1.5477;9.5415;-3.1904;2.6307;8.8922;0.4894;-1.15;0.8119;0.5487;-0.4214;-0.8359;13.4944;-10.79;-41.26;-14.09;158.3;-15.37;20.0;5.0;36.113;12.931564;77.68334;;NaN;;20.0;;0 / 0;451008;2018-08-07 23:08:40:969
-3.5574;2.4025;8.9405;-3.5698;2.0009;8.912;-0.0638;0.467;0.1796;-0.1043;-0.2648;0.1324;11.8076;-0.09;-40.86;-10.96;173.8;-11.8;22.07;5.0;38.569;12.931564;77.68334;;NaN;;20.0;;0 / 0;451507;2018-08-07 23:08:41:468
-4.144;2.3139;8.3468;-4.0149;2.7593;8.511;-0.1936;-0.4073;-0.0823;0.3473;0.0719;-0.5738;11.8076;3.9;-38.0;-0.81;184.28;-16.21;24.67;5.0;44.66;12.931564;77.68334;;NaN;;20.0;;0 / 0;452007;2018-08-07 23:08:41:968
-3.5382;1.2102;9.0961;-3.924;2.3807;8.6663;0.2193;-1.2104;0.6803;0.1524;-0.0027;-0.1168;11.8076;10.92;-34.42;1.89;198.54;-13.99;24.35;5.0;46.612;12.931564;77.68334;;NaN;;20.0;;0 / 0;452507;2018-08-07 23:08:42:468
-3.8878;2.1319;9.6636;-4.5388;2.3484;8.3699;0.5961;-0.185;1.4067;0.113;0.2913;0.2741;11.8076;6.05;-33.53;2.15;191.61;-13.53;28.11;5.0;42.574;12.931564;77.68334;;NaN;;20.0;;0 / 0;453007;2018-08-07 23:08:42:968
-5.8271;1.4448;8.1289;-4.177;1.9772;8.6495;-1.7758;-0.5121;-0.1553;-0.1896;0.1518;-0.1009;10.1208;5.7;-36.36;0.32;188.86;-11.83;25.64;5.0;42.807;12.931564;77.68334;;NaN;;20.0;;0 / 0;453507;2018-08-07 23:08:43:468
-3.5526;1.6076;9.8503;-4.5939;2.1581;8.391;1.0503;-0.5436;1.5006;0.1993;0.0889;1.1828;10.1208;-2.68;-35.32;-3.85;176.8;-11.62;29.06;5.0;50.012;12.931564;77.68334;;NaN;;20.0;;0 / 0;454007;2018-08-07 23:08:43:968
-5.6044;1.6914;6.8863;-6.2542;1.8039;7.3349;0.5132;-0.1058;-0.3229;0.1215;-0.2893;-0.2809;10.1208;1.89;-35.38;-1.25;181.46;-10.68;40.66;5.0;52.131;12.931564;77.68334;;NaN;;20.0;;0 / 0;454507;2018-08-07 23:08:44:468
-5.3674;1.2556;7.4681;-5.5511;1.4898;7.9459;-0.0157;-0.2228;-0.3439;-0.1725;-0.041;0.2219;10.1208;2.36;-35.72;-1.57;178.92;-8.82;35.03;5.0;45.391;12.931564;77.68334;;NaN;;20.0;;0 / 0;455007;2018-08-07 23:08:44:968
-5.0657;1.3849;8.4808;-5.3266;1.7497;8.0459;0.1462;-0.297;0.4703;0.0309;0.107;0.0078;10.1208;-0.12;-35.92;-3.37;177.3;-10.26;33.42;5.0;48.014;12.931564;77.68334;;NaN;;20.0;;0 / 0;455508;2018-08-07 23:08:45:469
-4.9292;1.5094;7.1401;-5.4851;2.1686;7.8346;0.4553;-0.6256;-0.5523;0.1641;0.041;-0.2926;10.1208;-0.68;-36.67;-2.37;175.69;-12.84;34.72;5.0;53.521;12.931564;77.68334;;NaN;;20.0;;0 / 0;456007;2018-08-07 23:08:45:968
-5.3339;1.3514;7.8727;-5.2867;1.8843;8.0418;-0.0464;-0.4812;-0.0959;0.0203;0.0026;-0.0657;10.1208;0.53;-36.1;-2.13;179.57;-11.09;33.29;5.0;50.553;12.931564;77.68334;;NaN;;20.0;;0 / 0;456508;2018-08-07 23:08:46:469
-3.7226;0.9995;8.1289;-5.4671;1.3054;8.036;1.7689;-0.2717;0.1207;0.2429;-0.1529;0.1729;10.1208;1.64;-35.23;-3.26;180.32;-7.07;34.54;5.0;54.357;12.931564;77.68334;;NaN;;20.0;;0 / 0;457007;2018-08-07 23:08:46:968
-5.7888;0.3985;4.9661;-5.1496;0.9462;8.292;-0.8043;-0.4406;-2.8574;0.4155;0.1496;-0.6335;10.1208;5.76;-32.76;-1.98;187.18;-5.48;31.41;5.0;52.934;12.931564;77.68334;;NaN;;20.0;;0 / 0;457508;2018-08-07 23:08:47:469
-6.0785;0.2357;12.1128;-4.5149;0.5771;8.6863;-1.4806;-0.2202;3.8224;0.6957;0.0985;-1.4239;10.1208;16.68;-29.82;5.73;207.66;-3.89;27.91;5.0;46.77;12.931564;77.68334;;NaN;;20.0;;0 / 0;458007;2018-08-07 23:08:47:968
-7.0457;1.8734;8.2438;-5.6142;1.0074;7.9773;-1.4845;0.8579;0.4896;-0.0543;0.074;-0.7357;11.8076;22.96;-8.99;17.62;252.64;-6.31;34.95;5.0;32.929;12.931564;77.68334;;NaN;;20.0;;0 / 0;458507;2018-08-07 23:08:48:468
-3.4616;1.1359;5.5024;-5.0743;2.7791;7.9182;1.518;-1.5771;-2.2541;0.0512;-0.2435;0.7056;10.1208;20.76;-14.54;16.42;240.43;-15.09;33.46;5.0;42.616;12.931564;77.68334;;NaN;;20.0;;0 / 0;459007;2018-08-07 23:08:48:968
-5.6595;1.1264;7.1568;-5.0044;1.9689;8.2006;-0.8292;-0.7279;-0.4979;-0.0713;0.6311;0.6651;10.1208;18.97;-18.37;17.88;233.7;-11.39;30.94;5.0;36.539;12.931564;77.68334;;NaN;;20.0;;0 / 0;459507;2018-08-07 23:08:49:468
-7.2468;0.6595;6.4865;-5.0901;2.0574;8.1258;-2.2567;-1.301;-0.4815;-1.0439;-0.1636;1.1593;5.0604;-3.09;-32.67;10.35;183.97;-12.62;32.1;5.0;39.015;12.931564;77.68334;;NaN;;20.0;;0 / 0;460007;2018-08-07 23:08:49:968
-5.5565;1.3203;6.2207;-4.9776;2.026;8.203;-0.7003;-0.7031;-1.8886;-0.8277;0.6887;0.6512;5.0604;-7.52;-26.26;-3.3;161.91;-12.22;30.81;5.0;38.451;12.931564;77.68334;;NaN;;20.0;;0 / 0;460507;2018-08-07 23:08:50:468
-6.2006;-0.4586;9.6612;-5.5387;1.6254;7.9279;-0.7946;-2.0724;1.8191;-1.339;0.4277;1.954;3.3736;-16.49;-16.5;-20.49;123.18;-9.81;34.74;5.0;36.733;12.931564;77.68334;;NaN;;20.0;;0 / 0;461007;2018-08-07 23:08:50:968
-5.9516;1.4448;7.0299;-5.4054;2.0032;7.9334;-0.6715;-0.5769;-0.9104;-0.3888;0.2061;0.9037;6.7472;-20.42;2.72;-22.07;81.46;-11.63;34.21;5.0;33.753;12.931564;77.68334;;NaN;;20.0;;0 / 0;461507;2018-08-07 23:08:51:468
-2.705;0.8965;6.2614;-5.8061;2.529;7.4876;2.9874;-1.6;-1.041;-1.0322;0.7185;1.2531;20.2415;-14.19;20.02;-17.81;49.6;-14.81;37.08;5.0;40.601;12.931564;77.68334;;NaN;;20.0;;0 / 0;462007;2018-08-07 23:08:51:968
-5.0083;1.3394;8.9788;-6.1837;2.1228;7.3093;0.892;-0.5802;2.6463;0.1961;0.417;0.2528;37.1095;-4.3;30.6;-6.0;12.7;-12.25;40.02;5.0;47.121;12.931564;77.68334;;NaN;;20.0;;0 / 0;462507;2018-08-07 23:08:52:468
-5.0585;1.9691;8.0403;-6.0833;2.3582;7.3214;0.9016;-0.3341;0.8189;0.6509;-0.4618;-0.8263;42.1699;-5.82;27.02;-11.34;20.24;-13.89;40.21;5.0;36.451;12.931564;77.68334;;NaN;;20.0;;0 / 0;463007;2018-08-07 23:08:52:968
-5.7026;0.5565;6.0435;-6.0982;1.6933;7.491;0.1238;-1.1712;-0.9746;0.9183;0.1443;-0.7464;35.4227;-17.32;17.05;-17.86;54.72;-9.87;38.59;5.0;32.855;12.931564;77.68334;;NaN;;20.0;;0 / 0;463507;2018-08-07 23:08:53:468
-5.0418;1.4951;6.5248;-5.7227;2.051;7.6951;0.6705;-0.5465;-1.2042;0.2323;-0.1103;0.7056;30.3623;-21.71;12.06;-21.4;70.32;-10.61;37.04;5.0;36.143;12.931564;77.68334;;NaN;;20.0;;0 / 0;464008;2018-08-07 23:08:53:969
-4.958;3.0776;8.0331;-4.8182;2.749;8.0869;-0.2375;0.4181;0.091;-0.0553;-0.2765;-0.8188;25.3019;-20.97;9.03;-21.97;69.52;-16.61;30.83;5.0;37.576;12.931564;77.68334;;NaN;;20.0;;0 / 0;464507;2018-08-07 23:08:54:468
-4.1511;2.3953;8.0116;-5.306;2.2709;7.9284;1.201;0.2861;0.045;-0.1821;0.0069;0.2198;25.3019;-21.6;5.12;-24.21;78.13;-13.39;33.79;5.0;35.598;12.931564;77.68334;;NaN;;20.0;;0 / 0;465008;2018-08-07 23:08:54:969
-4.1655;2.3019;9.5965;-4.9967;2.6978;7.9953;0.6125;-0.3302;2.1473;-0.4197;-0.5535;0.8238;43.8567;-20.65;12.12;-26.95;65.62;-15.88;32.85;5.0;32.822;12.931564;77.68334;;NaN;;20.0;;0 / 0;465507;2018-08-07 23:08:55:468
-4.8646;3.1974;11.7513;-4.5971;2.4839;8.2986;-0.0681;0.7539;2.9376;-0.3739;-0.2104;-0.9424;47.2303;-21.31;11.03;-29.71;65.91;-14.67;28.98;5.0;40.262;12.931564;77.68334;;NaN;;20.0;;0 / 0;466008;2018-08-07 23:08:55:969
-5.5446;2.934;8.646;-5.1126;2.3355;8.036;-0.5284;0.6607;0.7215;-0.0543;-0.0837;-0.2159;47.2303;-23.7;-2.23;-33.33;86.71;-13.94;32.49;5.0;40.193;12.931564;77.68334;;NaN;;20.0;;0 / 0;466507;2018-08-07 23:08:56:468
-1.4457;1.6842;8.2199;-4.351;3.509;8.0577;2.8598;-1.7673;0.2183;0.4464;-0.5353;-0.4417;45.5435;-28.79;-12.64;-32.58;99.21;-20.97;28.37;5.0;42.3;12.931564;77.68334;;NaN;;20.0;;0 / 0;467008;2018-08-07 23:08:56:969
-5.8247;1.3394;9.1464;-4.772;1.542;8.4274;-1.1272;-0.1416;0.9716;0.2919;-0.5971;-1.4516;15.1812;-3.14;-41.54;-17.94;162.65;-9.88;30.12;5.0;41.189;12.931564;77.68334;;NaN;;20.0;;0 / 0;467507;2018-08-07 23:08:57:468
-4.187;1.8015;7.9421;-4.589;2.4812;8.3039;0.3295;-0.656;-0.2282;0.2184;0.0495;-0.6622;13.4944;9.38;-43.5;-3.81;188.53;-14.66;28.93;5.0;33.484;12.931564;77.68334;;NaN;;20.0;;0 / 0;468008;2018-08-07 23:08:57:969
-5.6978;2.685;9.168;-4.3587;2.4685;8.4308;-1.5224;0.126;0.4661;0.6073;0.302;-0.8604;11.8076;8.13;-39.19;-3.75;189.77;-14.53;26.54;5.0;39.271;12.931564;77.68334;;NaN;;20.0;;0 / 0;468507;2018-08-07 23:08:58:468
-5.4272;3.0393;8.1265;-4.8691;2.5551;8.12;-1.3591;0.2431;-0.3783;-0.1864;-0.7367;-0.1509;13.4944;18.58;-34.01;4.47;210.49;-15.1;30.95;5.0;39.123;12.931564;77.68334;;NaN;;20.0;;0 / 0;469008;2018-08-07 23:08:58:969
-3.6292;1.7393;7.0371;-4.8405;2.7343;8.0786;1.1135;-0.9487;-0.9098;0.0448;0.2956;-0.0593;13.4944;16.84;-31.22;7.78;211.22;-16.09;30.34;5.0;34.167;12.931564;77.68334;;NaN;;20.0;;0 / 0;469507;2018-08-07 23:08:59:468
-3.5813;1.7201;6.757;-3.631;2.8165;8.6633;-0.0163;-1.0545;-2.0385;0.5838;-0.1998;-0.4449;11.8076;9.52;-32.12;4.54;199.87;-16.69;22.74;5.0;42.359;12.931564;77.68334;;NaN;;20.0;;0 / 0;470008;2018-08-07 23:08:59:969
-3.5406;2.2852;8.0068;-4.3987;2.8079;8.3029;0.9854;-0.5003;0.0815;0.3835;-0.8336;-0.1456;11.8076;20.4;-17.69;13.17;233.18;-16.22;28.93;5.0;38.28;12.931564;77.68334;;NaN;;20.0;;0 / 0;470507;2018-08-07 23:09:00:468
-7.3905;3.2668;12.7066;-4.5151;1.9216;8.4906;-2.8719;1.3992;4.1637;-0.6934;-0.5044;-0.0124;11.8076;23.7;-5.93;12.18;257.9;-11.3;28.0;5.0;37.689;12.931564;77.68334;;NaN;;20.0;;0 / 0;471008;2018-08-07 23:09:00:969
-3.7417;1.7704;8.0906;-3.1751;3.3658;8.6464;-0.5985;-1.5128;-0.3909;-0.2961;0.3936;0.1207;10.1208;21.34;-18.05;13.63;232.62;-20.27;19.93;5.0;36.839;12.931564;77.68334;;NaN;;20.0;;0 / 0;471507;2018-08-07 23:09:01:468
-4.3594;2.2876;6.2997;-4.2242;2.7742;8.4042;-0.219;-0.3734;-1.6014;-0.8266;0.2796;0.8334;6.7472;13.93;-25.59;25.13;218.84;-16.43;26.69;5.0;32.239;12.931564;77.68334;;NaN;;20.0;;0 / 0;472008;2018-08-07 23:09:01:969
-1.4936;3.2524;4.0252;-5.1978;2.8535;7.811;3.8438;0.4516;-3.7016;-0.2705;0.1784;0.0856;5.0604;-7.48;-27.14;4.84;171.68;-16.74;33.46;5.0;32.397;12.931564;77.68334;;NaN;;20.0;;0 / 0;472507;2018-08-07 23:09:02:468
-5.195;1.622;10.8822;-5.2327;2.4633;7.9197;-0.3821;-0.817;3.1341;0.456;-0.1444;-0.0305;3.3736;4.21;-26.66;4.44;191.85;-14.55;33.45;5.0;31.648;12.931564;77.68334;;NaN;;20.0;;0 / 0;473007;2018-08-07 23:09:02:968
-9.0257;3.3985;9.9533;-5.5147;1.8635;7.8921;-2.3371;1.6211;0.4616;-0.8085;-0.122;-1.0521;3.3736;13.55;-25.73;4.63;215.88;-11.94;34.93;5.0;31.493;12.931564;77.68334;;NaN;;20.0;;0 / 0;473507;2018-08-07 23:09:03:468
-3.2054;2.4719;6.9581;-4.1622;3.8214;8.0152;0.8799;-1.2619;-0.8606;-0.197;0.0271;-0.9307;3.3736;11.74;-29.85;7.92;206.96;-23.43;27.21;5.0;35.861;12.931564;77.68334;;NaN;;20.0;;0 / 0;474007;2018-08-07 23:09:03:968
-4.551;2.5078;7.5255;-5.079;2.3454;8.0544;0.5854;0.2071;-0.5374;-0.5997;0.2487;0.6427;3.3736;19.41;-30.13;4.54;212.42;-13.89;32.4;5.0;40.126;12.931564;77.68334;;NaN;;20.0;;0 / 0;474507;2018-08-07 23:09:04:468
-4.8694;0.9636;10.4512;-3.5919;0.9758;9.0728;-1.2768;0.0724;1.2568;-1.0876;-1.2938;3.1535;3.3736;-14.94;-33.71;-20.02;146.47;-5.57;22.98;5.0;44.687;12.931564;77.68334;;NaN;;20.0;;0 / 0;475007;2018-08-07 23:09:04:968
-3.9285;0.4727;5.6581;-5.4607;3.936;7.1316;1.4243;-3.4049;-1.3566;-0.9321;1.151;1.2446;3.3736;-24.03;-21.01;-25.15;115.24;-23.62;36.33;5.0;41.287;12.931564;77.68334;;NaN;;20.0;;0 / 0;475507;2018-08-07 23:09:05:468
-3.7657;4.0042;9.4074;-4.9923;1.3419;8.3335;0.8746;2.5816;1.3616;-0.6359;0.0623;0.3924;3.3736;-19.84;3.76;-24.91;79.56;-8.12;31.0;5.0;41.115;12.931564;77.68334;;NaN;;20.0;;0 / 0;476007;2018-08-07 23:09:05:968
